"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"West Sussex","E10000032","County","Female","65+ years","broad years","2015",103954,"Estimates - ONS"
"West Sussex","E10000032","County","Male","0-17 years","broad years","2015",88304,"Estimates - ONS"
"West Sussex","E10000032","County","Male","18-44 years","broad years","2015",125660,"Estimates - ONS"
"West Sussex","E10000032","County","Male","45-64 years","broad years","2015",110147,"Estimates - ONS"
"West Sussex","E10000032","County","Male","65+ years","broad years","2015",83025,"Estimates - ONS"
"Worthing","E07000229","District","Female","0-17 years","broad years","2015",10432,"Estimates - ONS"
"Worthing","E07000229","District","Female","18-44 years","broad years","2015",17356,"Estimates - ONS"
"Worthing","E07000229","District","Female","45-64 years","broad years","2015",14665,"Estimates - ONS"
"Worthing","E07000229","District","Female","65+ years","broad years","2015",13583,"Estimates - ONS"
"Worthing","E07000229","District","Male","0-17 years","broad years","2015",11122,"Estimates - ONS"
"Worthing","E07000229","District","Male","18-44 years","broad years","2015",16663,"Estimates - ONS"
"Worthing","E07000229","District","Male","45-64 years","broad years","2015",14080,"Estimates - ONS"
"Worthing","E07000229","District","Male","65+ years","broad years","2015",10402,"Estimates - ONS"
"Adur","E07000223","District","Female","0-17 years","broad years","2016",6125,"Estimates - ONS"
"Adur","E07000223","District","Female","18-44 years","broad years","2016",9653,"Estimates - ONS"
"Adur","E07000223","District","Female","45-64 years","broad years","2016",8649,"Estimates - ONS"
"Adur","E07000223","District","Female","65+ years","broad years","2016",8205,"Estimates - ONS"
"Adur","E07000223","District","Male","0-17 years","broad years","2016",6717,"Estimates - ONS"
"Adur","E07000223","District","Male","18-44 years","broad years","2016",9375,"Estimates - ONS"
"Adur","E07000223","District","Male","45-64 years","broad years","2016",8364,"Estimates - ONS"
"Adur","E07000223","District","Male","65+ years","broad years","2016",6533,"Estimates - ONS"
"Arun","E07000224","District","Female","0-17 years","broad years","2016",13629,"Estimates - ONS"
"Arun","E07000224","District","Female","18-44 years","broad years","2016",21566,"Estimates - ONS"
"Arun","E07000224","District","Female","45-64 years","broad years","2016",22047,"Estimates - ONS"
"Arun","E07000224","District","Female","65+ years","broad years","2016",24755,"Estimates - ONS"
"Arun","E07000224","District","Male","0-17 years","broad years","2016",14429,"Estimates - ONS"
"Arun","E07000224","District","Male","18-44 years","broad years","2016",20854,"Estimates - ONS"
"Arun","E07000224","District","Male","45-64 years","broad years","2016",20108,"Estimates - ONS"
"Arun","E07000224","District","Male","65+ years","broad years","2016",19899,"Estimates - ONS"
"Chichester","E07000225","District","Female","0-17 years","broad years","2016",10472,"Estimates - ONS"
"Chichester","E07000225","District","Female","18-44 years","broad years","2016",16557,"Estimates - ONS"
"Chichester","E07000225","District","Female","45-64 years","broad years","2016",17086,"Estimates - ONS"
"Chichester","E07000225","District","Female","65+ years","broad years","2016",17536,"Estimates - ONS"
"Chichester","E07000225","District","Male","0-17 years","broad years","2016",11286,"Estimates - ONS"
"Chichester","E07000225","District","Male","18-44 years","broad years","2016",16309,"Estimates - ONS"
"Chichester","E07000225","District","Male","45-64 years","broad years","2016",15839,"Estimates - ONS"
"Chichester","E07000225","District","Male","65+ years","broad years","2016",14040,"Estimates - ONS"
"Crawley","E07000226","District","Female","0-17 years","broad years","2016",12685,"Estimates - ONS"
"Crawley","E07000226","District","Female","18-44 years","broad years","2016",21509,"Estimates - ONS"
"Crawley","E07000226","District","Female","45-64 years","broad years","2016",13372,"Estimates - ONS"
"Crawley","E07000226","District","Female","65+ years","broad years","2016",8222,"Estimates - ONS"
"Crawley","E07000226","District","Male","0-17 years","broad years","2016",13966,"Estimates - ONS"
"Crawley","E07000226","District","Male","18-44 years","broad years","2016",21726,"Estimates - ONS"
"Crawley","E07000226","District","Male","45-64 years","broad years","2016",13560,"Estimates - ONS"
"Crawley","E07000226","District","Male","65+ years","broad years","2016",6506,"Estimates - ONS"
"Horsham","E07000227","District","Female","0-17 years","broad years","2016",13983,"Estimates - ONS"
"Horsham","E07000227","District","Female","18-44 years","broad years","2016",19891,"Estimates - ONS"
"Horsham","E07000227","District","Female","45-64 years","broad years","2016",20638,"Estimates - ONS"
"Horsham","E07000227","District","Female","65+ years","broad years","2016",16623,"Estimates - ONS"
"Horsham","E07000227","District","Male","0-17 years","broad years","2016",14849,"Estimates - ONS"
"Horsham","E07000227","District","Male","18-44 years","broad years","2016",19010,"Estimates - ONS"
"Horsham","E07000227","District","Male","45-64 years","broad years","2016",19629,"Estimates - ONS"
"Horsham","E07000227","District","Male","65+ years","broad years","2016",13900,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","0-17 years","broad years","2016",15657,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","18-44 years","broad years","2016",23025,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","45-64 years","broad years","2016",20480,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","65+ years","broad years","2016",16303,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","0-17 years","broad years","2016",16602,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","18-44 years","broad years","2016",22156,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","45-64 years","broad years","2016",20024,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","65+ years","broad years","2016",13293,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2016",45428,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2016",71560,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2016",70637,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2016",72064,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2016",48697,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2016",69115,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2016",66104,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2016",57599,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2016",12685,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2016",21509,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2016",13372,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2016",8222,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2016",13966,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2016",21726,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2016",13560,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2016",6506,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2016",24881,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2016",36491,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2016",33142,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2016",25176,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2016",26334,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2016",35159,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2016",32306,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2016",20649,"Estimates - ONS"
"West Sussex","E10000032","County","Female","0-17 years","broad years","2016",82994,"Estimates - ONS"
"West Sussex","E10000032","County","Female","18-44 years","broad years","2016",129560,"Estimates - ONS"
"West Sussex","E10000032","County","Female","45-64 years","broad years","2016",117151,"Estimates - ONS"
"West Sussex","E10000032","County","Female","65+ years","broad years","2016",105462,"Estimates - ONS"
"West Sussex","E10000032","County","Male","0-17 years","broad years","2016",88997,"Estimates - ONS"
"West Sussex","E10000032","County","Male","18-44 years","broad years","2016",126000,"Estimates - ONS"
"West Sussex","E10000032","County","Male","45-64 years","broad years","2016",111970,"Estimates - ONS"
"West Sussex","E10000032","County","Male","65+ years","broad years","2016",84754,"Estimates - ONS"
"Worthing","E07000229","District","Female","0-17 years","broad years","2016",10443,"Estimates - ONS"
"Worthing","E07000229","District","Female","18-44 years","broad years","2016",17359,"Estimates - ONS"
"Worthing","E07000229","District","Female","45-64 years","broad years","2016",14879,"Estimates - ONS"
"Worthing","E07000229","District","Female","65+ years","broad years","2016",13818,"Estimates - ONS"
"Worthing","E07000229","District","Male","0-17 years","broad years","2016",11148,"Estimates - ONS"
"Worthing","E07000229","District","Male","18-44 years","broad years","2016",16570,"Estimates - ONS"
"Worthing","E07000229","District","Male","45-64 years","broad years","2016",14446,"Estimates - ONS"
"Worthing","E07000229","District","Male","65+ years","broad years","2016",10583,"Estimates - ONS"
"Adur","E07000223","District","Female","0-17 years","broad years","2017",6185,"Estimates - ONS"
"Adur","E07000223","District","Female","18-44 years","broad years","2017",9477,"Estimates - ONS"
"Adur","E07000223","District","Female","45-64 years","broad years","2017",8772,"Estimates - ONS"
"Adur","E07000223","District","Female","65+ years","broad years","2017",8306,"Estimates - ONS"
"Adur","E07000223","District","Male","0-17 years","broad years","2017",6714,"Estimates - ONS"
"Adur","E07000223","District","Male","18-44 years","broad years","2017",9226,"Estimates - ONS"
"Adur","E07000223","District","Male","45-64 years","broad years","2017",8464,"Estimates - ONS"
"Adur","E07000223","District","Male","65+ years","broad years","2017",6577,"Estimates - ONS"
"Arun","E07000224","District","Female","0-17 years","broad years","2017",13709,"Estimates - ONS"
"Arun","E07000224","District","Female","18-44 years","broad years","2017",21358,"Estimates - ONS"
"Arun","E07000224","District","Female","45-64 years","broad years","2017",22242,"Estimates - ONS"
"Arun","E07000224","District","Female","65+ years","broad years","2017",25129,"Estimates - ONS"
"Arun","E07000224","District","Male","0-17 years","broad years","2017",14596,"Estimates - ONS"
"Arun","E07000224","District","Male","18-44 years","broad years","2017",20975,"Estimates - ONS"
"Arun","E07000224","District","Male","45-64 years","broad years","2017",20390,"Estimates - ONS"
"Arun","E07000224","District","Male","65+ years","broad years","2017",20258,"Estimates - ONS"
"Chichester","E07000225","District","Female","0-17 years","broad years","2017",10621,"Estimates - ONS"
"Chichester","E07000225","District","Female","18-44 years","broad years","2017",16582,"Estimates - ONS"
"Chichester","E07000225","District","Female","45-64 years","broad years","2017",17316,"Estimates - ONS"
"Chichester","E07000225","District","Female","65+ years","broad years","2017",17691,"Estimates - ONS"
"Chichester","E07000225","District","Male","0-17 years","broad years","2017",11451,"Estimates - ONS"
"Chichester","E07000225","District","Male","18-44 years","broad years","2017",16119,"Estimates - ONS"
"Chichester","E07000225","District","Male","45-64 years","broad years","2017",16089,"Estimates - ONS"
"Chichester","E07000225","District","Male","65+ years","broad years","2017",14323,"Estimates - ONS"
"Crawley","E07000226","District","Female","0-17 years","broad years","2017",12832,"Estimates - ONS"
"Crawley","E07000226","District","Female","18-44 years","broad years","2017",21086,"Estimates - ONS"
"Crawley","E07000226","District","Female","45-64 years","broad years","2017",13480,"Estimates - ONS"
"Crawley","E07000226","District","Female","65+ years","broad years","2017",8271,"Estimates - ONS"
"Crawley","E07000226","District","Male","0-17 years","broad years","2017",14130,"Estimates - ONS"
"Crawley","E07000226","District","Male","18-44 years","broad years","2017",21534,"Estimates - ONS"
"Crawley","E07000226","District","Male","45-64 years","broad years","2017",13732,"Estimates - ONS"
"Crawley","E07000226","District","Male","65+ years","broad years","2017",6599,"Estimates - ONS"
"Horsham","E07000227","District","Female","0-17 years","broad years","2017",13989,"Estimates - ONS"
"Horsham","E07000227","District","Female","18-44 years","broad years","2017",20018,"Estimates - ONS"
"Horsham","E07000227","District","Female","45-64 years","broad years","2017",20936,"Estimates - ONS"
"Horsham","E07000227","District","Female","65+ years","broad years","2017",17011,"Estimates - ONS"
"Horsham","E07000227","District","Male","0-17 years","broad years","2017",14868,"Estimates - ONS"
"Horsham","E07000227","District","Male","18-44 years","broad years","2017",19056,"Estimates - ONS"
"Horsham","E07000227","District","Male","45-64 years","broad years","2017",20017,"Estimates - ONS"
"Horsham","E07000227","District","Male","65+ years","broad years","2017",14247,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","0-17 years","broad years","2017",15875,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","18-44 years","broad years","2017",22867,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","45-64 years","broad years","2017",20752,"Estimates - ONS"
"Mid Sussex","E07000228","District","Female","65+ years","broad years","2017",16530,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","0-17 years","broad years","2017",16687,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","18-44 years","broad years","2017",21987,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","45-64 years","broad years","2017",20220,"Estimates - ONS"
"Mid Sussex","E07000228","District","Male","65+ years","broad years","2017",13427,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2017",45679,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2017",71085,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2017",71502,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2017",72862,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2017",49022,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2017",68788,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2017",67109,"Estimates - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2017",58529,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2017",12832,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2017",21086,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2017",13480,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2017",8271,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2017",14130,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2017",21534,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2017",13732,"Estimates - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2017",6599,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-17 years","broad years","2017",25170,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","18-44 years","broad years","2017",36482,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","45-64 years","broad years","2017",33615,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","65+ years","broad years","2017",25648,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-17 years","broad years","2017",26448,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","18-44 years","broad years","2017",35089,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","45-64 years","broad years","2017",32719,"Estimates - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","65+ years","broad years","2017",20942,"Estimates - ONS"
"West Sussex","E10000032","County","Female","0-17 years","broad years","2017",83681,"Estimates - ONS"
"West Sussex","E10000032","County","Female","18-44 years","broad years","2017",128653,"Estimates - ONS"
"West Sussex","E10000032","County","Female","45-64 years","broad years","2017",118597,"Estimates - ONS"
"West Sussex","E10000032","County","Female","65+ years","broad years","2017",106781,"Estimates - ONS"
"West Sussex","E10000032","County","Male","0-17 years","broad years","2017",89600,"Estimates - ONS"
"West Sussex","E10000032","County","Male","18-44 years","broad years","2017",125411,"Estimates - ONS"
"West Sussex","E10000032","County","Male","45-64 years","broad years","2017",113560,"Estimates - ONS"
"West Sussex","E10000032","County","Male","65+ years","broad years","2017",86070,"Estimates - ONS"
"Worthing","E07000229","District","Female","0-17 years","broad years","2017",10470,"Estimates - ONS"
"Worthing","E07000229","District","Female","18-44 years","broad years","2017",17265,"Estimates - ONS"
"Worthing","E07000229","District","Female","45-64 years","broad years","2017",15099,"Estimates - ONS"
"Worthing","E07000229","District","Female","65+ years","broad years","2017",13843,"Estimates - ONS"
"Worthing","E07000229","District","Male","0-17 years","broad years","2017",11154,"Estimates - ONS"
"Worthing","E07000229","District","Male","18-44 years","broad years","2017",16514,"Estimates - ONS"
"Worthing","E07000229","District","Male","45-64 years","broad years","2017",14648,"Estimates - ONS"
"Worthing","E07000229","District","Male","65+ years","broad years","2017",10639,"Estimates - ONS"
"Adur","E07000223","District","Female","0-4 years","5 years","2018",1786,"Projected - ONS"
"Adur","E07000223","District","Female","10-14 years","5 years","2018",1652,"Projected - ONS"
"Adur","E07000223","District","Female","15-19 years","5 years","2018",1443,"Projected - ONS"
"Adur","E07000223","District","Female","20-24 years","5 years","2018",1284,"Projected - ONS"
"Adur","E07000223","District","Female","25-29 years","5 years","2018",1602,"Projected - ONS"
"Adur","E07000223","District","Female","30-34 years","5 years","2018",1820,"Projected - ONS"
"Adur","E07000223","District","Female","35-39 years","5 years","2018",2180,"Projected - ONS"
"Adur","E07000223","District","Female","40-44 years","5 years","2018",2138,"Projected - ONS"
"Adur","E07000223","District","Female","45-49 years","5 years","2018",2363,"Projected - ONS"
"Adur","E07000223","District","Female","5-9 years","5 years","2018",1956,"Projected - ONS"
"Adur","E07000223","District","Female","50-54 years","5 years","2018",2372,"Projected - ONS"
"Adur","E07000223","District","Female","55-59 years","5 years","2018",2202,"Projected - ONS"
"Adur","E07000223","District","Female","60-64 years","5 years","2018",1977,"Projected - ONS"
"Adur","E07000223","District","Female","65-69 years","5 years","2018",2072,"Projected - ONS"
"Adur","E07000223","District","Female","70-74 years","5 years","2018",2136,"Projected - ONS"
"Adur","E07000223","District","Female","75-79 years","5 years","2018",1549,"Projected - ONS"
"Adur","E07000223","District","Female","80-84 years","5 years","2018",1248,"Projected - ONS"
"Adur","E07000223","District","Female","85-89 years","5 years","2018",809,"Projected - ONS"
"Adur","E07000223","District","Female","90+ years","5 years","2018",487,"Projected - ONS"
"Adur","E07000223","District","Male","0-4 years","5 years","2018",1899,"Projected - ONS"
"Adur","E07000223","District","Male","10-14 years","5 years","2018",1863,"Projected - ONS"
"Adur","E07000223","District","Male","15-19 years","5 years","2018",1668,"Projected - ONS"
"Adur","E07000223","District","Male","20-24 years","5 years","2018",1552,"Projected - ONS"
"Adur","E07000223","District","Male","25-29 years","5 years","2018",1617,"Projected - ONS"
"Adur","E07000223","District","Male","30-34 years","5 years","2018",1718,"Projected - ONS"
"Adur","E07000223","District","Male","35-39 years","5 years","2018",1880,"Projected - ONS"
"Adur","E07000223","District","Male","40-44 years","5 years","2018",1953,"Projected - ONS"
"Adur","E07000223","District","Male","45-49 years","5 years","2018",2285,"Projected - ONS"
"Adur","E07000223","District","Male","5-9 years","5 years","2018",2079,"Projected - ONS"
"Adur","E07000223","District","Male","50-54 years","5 years","2018",2418,"Projected - ONS"
"Adur","E07000223","District","Male","55-59 years","5 years","2018",2045,"Projected - ONS"
"Adur","E07000223","District","Male","60-64 years","5 years","2018",1815,"Projected - ONS"
"Adur","E07000223","District","Male","65-69 years","5 years","2018",1783,"Projected - ONS"
"Adur","E07000223","District","Male","70-74 years","5 years","2018",1860,"Projected - ONS"
"Adur","E07000223","District","Male","75-79 years","5 years","2018",1299,"Projected - ONS"
"Adur","E07000223","District","Male","80-84 years","5 years","2018",939,"Projected - ONS"
"Adur","E07000223","District","Male","85-89 years","5 years","2018",566,"Projected - ONS"
"Adur","E07000223","District","Male","90+ years","5 years","2018",267,"Projected - ONS"
"Arun","E07000224","District","Female","0-4 years","5 years","2018",3825,"Projected - ONS"
"Arun","E07000224","District","Female","10-14 years","5 years","2018",3766,"Projected - ONS"
"Arun","E07000224","District","Female","15-19 years","5 years","2018",3685,"Projected - ONS"
"Arun","E07000224","District","Female","20-24 years","5 years","2018",3564,"Projected - ONS"
"Arun","E07000224","District","Female","25-29 years","5 years","2018",3831,"Projected - ONS"
"Arun","E07000224","District","Female","30-34 years","5 years","2018",4077,"Projected - ONS"
"Arun","E07000224","District","Female","35-39 years","5 years","2018",4255,"Projected - ONS"
"Arun","E07000224","District","Female","40-44 years","5 years","2018",4293,"Projected - ONS"
"Arun","E07000224","District","Female","45-49 years","5 years","2018",5296,"Projected - ONS"
"Arun","E07000224","District","Female","5-9 years","5 years","2018",4118,"Projected - ONS"
"Arun","E07000224","District","Female","50-54 years","5 years","2018",5939,"Projected - ONS"
"Arun","E07000224","District","Female","55-59 years","5 years","2018",5799,"Projected - ONS"
"Arun","E07000224","District","Female","60-64 years","5 years","2018",5556,"Projected - ONS"
"Arun","E07000224","District","Female","65-69 years","5 years","2018",6086,"Projected - ONS"
"Arun","E07000224","District","Female","70-74 years","5 years","2018",6543,"Projected - ONS"
"Arun","E07000224","District","Female","75-79 years","5 years","2018",4719,"Projected - ONS"
"Arun","E07000224","District","Female","80-84 years","5 years","2018",3757,"Projected - ONS"
"Arun","E07000224","District","Female","85-89 years","5 years","2018",2595,"Projected - ONS"
"Arun","E07000224","District","Female","90+ years","5 years","2018",1801,"Projected - ONS"
"Arun","E07000224","District","Male","0-4 years","5 years","2018",3976,"Projected - ONS"
"Arun","E07000224","District","Male","10-14 years","5 years","2018",4045,"Projected - ONS"
"Arun","E07000224","District","Male","15-19 years","5 years","2018",3716,"Projected - ONS"
"Arun","E07000224","District","Male","20-24 years","5 years","2018",3698,"Projected - ONS"
"Arun","E07000224","District","Male","25-29 years","5 years","2018",3947,"Projected - ONS"
"Arun","E07000224","District","Male","30-34 years","5 years","2018",3793,"Projected - ONS"
"Arun","E07000224","District","Male","35-39 years","5 years","2018",4034,"Projected - ONS"
"Arun","E07000224","District","Male","40-44 years","5 years","2018",3826,"Projected - ONS"
"Arun","E07000224","District","Male","45-49 years","5 years","2018",5040,"Projected - ONS"
"Arun","E07000224","District","Male","5-9 years","5 years","2018",4531,"Projected - ONS"
"Arun","E07000224","District","Male","50-54 years","5 years","2018",5466,"Projected - ONS"
"Arun","E07000224","District","Male","55-59 years","5 years","2018",5188,"Projected - ONS"
"Arun","E07000224","District","Male","60-64 years","5 years","2018",4889,"Projected - ONS"
"Arun","E07000224","District","Male","65-69 years","5 years","2018",5279,"Projected - ONS"
"Arun","E07000224","District","Male","70-74 years","5 years","2018",5836,"Projected - ONS"
"Arun","E07000224","District","Male","75-79 years","5 years","2018",4022,"Projected - ONS"
"Arun","E07000224","District","Male","80-84 years","5 years","2018",2967,"Projected - ONS"
"Arun","E07000224","District","Male","85-89 years","5 years","2018",1743,"Projected - ONS"
"Arun","E07000224","District","Male","90+ years","5 years","2018",826,"Projected - ONS"
"Chichester","E07000225","District","Female","0-4 years","5 years","2018",2787,"Projected - ONS"
"Chichester","E07000225","District","Female","10-14 years","5 years","2018",3042,"Projected - ONS"
"Chichester","E07000225","District","Female","15-19 years","5 years","2018",3111,"Projected - ONS"
"Chichester","E07000225","District","Female","20-24 years","5 years","2018",3169,"Projected - ONS"
"Chichester","E07000225","District","Female","25-29 years","5 years","2018",2662,"Projected - ONS"
"Chichester","E07000225","District","Female","30-34 years","5 years","2018",2702,"Projected - ONS"
"Chichester","E07000225","District","Female","35-39 years","5 years","2018",3174,"Projected - ONS"
"Chichester","E07000225","District","Female","40-44 years","5 years","2018",3291,"Projected - ONS"
"Chichester","E07000225","District","Female","45-49 years","5 years","2018",4005,"Projected - ONS"
"Chichester","E07000225","District","Female","5-9 years","5 years","2018",3128,"Projected - ONS"
"Chichester","E07000225","District","Female","50-54 years","5 years","2018",4638,"Projected - ONS"
"Chichester","E07000225","District","Female","55-59 years","5 years","2018",4541,"Projected - ONS"
"Chichester","E07000225","District","Female","60-64 years","5 years","2018",4307,"Projected - ONS"
"Chichester","E07000225","District","Female","65-69 years","5 years","2018",4274,"Projected - ONS"
"Chichester","E07000225","District","Female","70-74 years","5 years","2018",4569,"Projected - ONS"
"Chichester","E07000225","District","Female","75-79 years","5 years","2018",3310,"Projected - ONS"
"Chichester","E07000225","District","Female","80-84 years","5 years","2018",2572,"Projected - ONS"
"Chichester","E07000225","District","Female","85-89 years","5 years","2018",1859,"Projected - ONS"
"Chichester","E07000225","District","Female","90+ years","5 years","2018",1349,"Projected - ONS"
"Chichester","E07000225","District","Male","0-4 years","5 years","2018",2924,"Projected - ONS"
"Chichester","E07000225","District","Male","10-14 years","5 years","2018",3295,"Projected - ONS"
"Chichester","E07000225","District","Male","15-19 years","5 years","2018",3271,"Projected - ONS"
"Chichester","E07000225","District","Male","20-24 years","5 years","2018",3660,"Projected - ONS"
"Chichester","E07000225","District","Male","25-29 years","5 years","2018",2906,"Projected - ONS"
"Chichester","E07000225","District","Male","30-34 years","5 years","2018",2608,"Projected - ONS"
"Chichester","E07000225","District","Male","35-39 years","5 years","2018",2741,"Projected - ONS"
"Chichester","E07000225","District","Male","40-44 years","5 years","2018",2942,"Projected - ONS"
"Chichester","E07000225","District","Male","45-49 years","5 years","2018",3753,"Projected - ONS"
"Chichester","E07000225","District","Male","5-9 years","5 years","2018",3431,"Projected - ONS"
"Chichester","E07000225","District","Male","50-54 years","5 years","2018",4266,"Projected - ONS"
"Chichester","E07000225","District","Male","55-59 years","5 years","2018",4200,"Projected - ONS"
"Chichester","E07000225","District","Male","60-64 years","5 years","2018",3905,"Projected - ONS"
"Chichester","E07000225","District","Male","65-69 years","5 years","2018",3766,"Projected - ONS"
"Chichester","E07000225","District","Male","70-74 years","5 years","2018",3994,"Projected - ONS"
"Chichester","E07000225","District","Male","75-79 years","5 years","2018",2810,"Projected - ONS"
"Chichester","E07000225","District","Male","80-84 years","5 years","2018",2171,"Projected - ONS"
"Chichester","E07000225","District","Male","85-89 years","5 years","2018",1239,"Projected - ONS"
